year,month,state,city,crime_type,incidents,population
2020,8,Telangana,Hyderabad,Kidnapping,32,357803
2020,8,Telangana,Hyderabad,Robbery,67,266498
2020,9,Telangana,Hyderabad,Burglary,17,605148
2020,9,Telangana,Hyderabad,Robbery,29,1243160
2020,9,Telangana,Hyderabad,Theft,28,893558
2020,10,Telangana,Hyderabad,Assault,4,889205
2020,10,Telangana,Hyderabad,Homicide,5,915816
2020,10,Telangana,Hyderabad,Robbery,27,176550
2020,3,Telangana,Karimnagar,Assault,55,382699
2020,3,Telangana,Karimnagar,Kidnapping,20,743317
2020,3,Telangana,Karimnagar,Robbery,64,632822
2020,5,Telangana,Karimnagar,Assault,51,101598
2020,5,Telangana,Karimnagar,Burglary,8,887668
2020,5,Telangana,Karimnagar,Kidnapping,25,269457
2020,6,Telangana,Karimnagar,Cyber Crime,77,1432608
2020,6,Telangana,Karimnagar,Homicide,6,152607
2020,6,Telangana,Karimnagar,Robbery,68,414523
2020,7,Telangana,Karimnagar,Assault,39,609842
2020,7,Telangana,Karimnagar,Burglary,27,1085052
2020,7,Telangana,Karimnagar,Cyber Crime,32,1054828
2020,8,Telangana,Karimnagar,Assault,36,462833
2020,8,Telangana,Karimnagar,Burglary,75,822464
2020,8,Telangana,Karimnagar,Robbery,49,1479279
2020,10,Telangana,Karimnagar,Fraud,64,1176191
2020,10,Telangana,Karimnagar,Homicide,18,1033085
2020,10,Telangana,Karimnagar,Robbery,71,291878
2020,1,Telangana,Warangal,Assault,21,166928
2020,1,Telangana,Warangal,Fraud,14,326454
2020,1,Telangana,Warangal,Robbery,44,675653
2020,3,Telangana,Warangal,Assault,28,855498
2020,3,Telangana,Warangal,Homicide,8,699503
2020,3,Telangana,Warangal,Theft,11,733670
2020,7,Telangana,Warangal,Assault,56,1188325
2020,7,Telangana,Warangal,Burglary,32,540636
2020,7,Telangana,Warangal,Robbery,49,730878
2020,8,Telangana,Warangal,Cyber Crime,45,1278824
2020,8,Telangana,Warangal,Fraud,21,1443194
2020,8,Telangana,Warangal,Homicide,87,930977
2020,9,Telangana,Warangal,Assault,51,1035470
2020,9,Telangana,Warangal,Kidnapping,53,394864
2020,9,Telangana,Warangal,Robbery,30,219807
2020,11,Telangana,Warangal,Burglary,22,1015253
2020,11,Telangana,Warangal,Cyber Crime,3,815361
2020,11,Telangana,Warangal,Kidnapping,54,1045223
2020,2,Uttar Pradesh,Kanpur,Fraud,26,105357
2020,2,Uttar Pradesh,Kanpur,Robbery,54,133261
2020,2,Uttar Pradesh,Kanpur,Theft,7,297106
2020,3,Uttar Pradesh,Kanpur,Kidnapping,55,455796
2020,3,Uttar Pradesh,Kanpur,Robbery,60,1059530
2020,3,Uttar Pradesh,Kanpur,Theft,48,1340997
2020,7,Uttar Pradesh,Kanpur,Fraud,24,443491
2020,7,Uttar Pradesh,Kanpur,Homicide,8,336994
2020,7,Uttar Pradesh,Kanpur,Robbery,36,1039148
2020,8,Uttar Pradesh,Kanpur,Assault,66,1172920
2020,8,Uttar Pradesh,Kanpur,Homicide,48,1033670
2020,8,Uttar Pradesh,Kanpur,Robbery,57,660643
2020,9,Uttar Pradesh,Kanpur,Assault,17,1262656
2020,9,Uttar Pradesh,Kanpur,Homicide,59,1148238
2020,9,Uttar Pradesh,Kanpur,Robbery,24,522424
2020,11,Uttar Pradesh,Kanpur,Burglary,13,1195194
2020,11,Uttar Pradesh,Kanpur,Homicide,33,624790
2020,11,Uttar Pradesh,Kanpur,Theft,27,811875
2020,1,Uttar Pradesh,Lucknow,Assault,30,1326939
2020,1,Uttar Pradesh,Lucknow,Burglary,58,761520
2020,1,Uttar Pradesh,Lucknow,Fraud,51,1074040
2020,2,Uttar Pradesh,Lucknow,Cyber Crime,10,1320296
2020,2,Uttar Pradesh,Lucknow,Homicide,20,1310324
2020,2,Uttar Pradesh,Lucknow,Kidnapping,44,558323
2020,5,Uttar Pradesh,Lucknow,Cyber Crime,20,1249327
2020,5,Uttar Pradesh,Lucknow,Robbery,20,1035757
2020,5,Uttar Pradesh,Lucknow,Theft,7,691713
2020,7,Uttar Pradesh,Lucknow,Fraud,30,1428098
2020,7,Uttar Pradesh,Lucknow,Kidnapping,53,415960
2020,7,Uttar Pradesh,Lucknow,Theft,39,394556
2020,8,Uttar Pradesh,Lucknow,Assault,27,1486450
2020,8,Uttar Pradesh,Lucknow,Cyber Crime,24,1196759
2020,8,Uttar Pradesh,Lucknow,Theft,45,862062
2020,11,Uttar Pradesh,Lucknow,Burglary,25,473557
2020,11,Uttar Pradesh,Lucknow,Cyber Crime,23,1335732
2020,11,Uttar Pradesh,Lucknow,Theft,14,474023
2020,1,Uttar Pradesh,Noida,Burglary,10,1110140
2020,1,Uttar Pradesh,Noida,Homicide,46,994936
2020,1,Uttar Pradesh,Noida,Theft,21,1325103
2020,3,Uttar Pradesh,Noida,Assault,22,1086499
2020,3,Uttar Pradesh,Noida,Cyber Crime,51,1057098
2020,3,Uttar Pradesh,Noida,Theft,30,1306237
2020,5,Uttar Pradesh,Noida,Burglary,36,1325550
2020,5,Uttar Pradesh,Noida,Robbery,60,1483017
2020,5,Uttar Pradesh,Noida,Theft,27,1307705
2020,6,Uttar Pradesh,Noida,Homicide,22,945514
2020,6,Uttar Pradesh,Noida,Kidnapping,76,939577
2020,6,Uttar Pradesh,Noida,Robbery,69,805184
2020,9,Uttar Pradesh,Noida,Assault,35,377336
2020,9,Uttar Pradesh,Noida,Homicide,51,183575
2020,9,Uttar Pradesh,Noida,Robbery,59,293398
2020,11,Uttar Pradesh,Noida,Cyber Crime,43,610957
2020,11,Uttar Pradesh,Noida,Fraud,9,1211802
2020,11,Uttar Pradesh,Noida,Robbery,75,889773
2020,1,West Bengal,Durgapur,Assault,43,257142
2020,1,West Bengal,Durgapur,Cyber Crime,10,775028
2020,1,West Bengal,Durgapur,Robbery,26,379560
2020,2,West Bengal,Durgapur,Assault,45,398770
2020,2,West Bengal,Durgapur,Burglary,69,1090466
2020,2,West Bengal,Durgapur,Kidnapping,22,318622
2020,6,West Bengal,Durgapur,Fraud,55,444984
2020,6,West Bengal,Durgapur,Homicide,74,1053134
2020,6,West Bengal,Durgapur,Robbery,5,778329
2020,8,West Bengal,Durgapur,Burglary,11,176817
2020,8,West Bengal,Durgapur,Kidnapping,39,694719
2020,8,West Bengal,Durgapur,Robbery,16,124340
2020,10,West Bengal,Durgapur,Burglary,35,235026
2020,10,West Bengal,Durgapur,Fraud,35,327627
2020,10,West Bengal,Durgapur,Robbery,27,778920
2020,12,West Bengal,Durgapur,Homicide,61,1402617
2020,12,West Bengal,Durgapur,Kidnapping,44,147274
2020,12,West Bengal,Durgapur,Theft,49,1264671
2020,1,West Bengal,Howrah,Assault,33,254054
2020,1,West Bengal,Howrah,Burglary,12,1120002
2020,1,West Bengal,Howrah,Theft,37,837385
2020,3,West Bengal,Howrah,Fraud,69,1417613
2020,3,West Bengal,Howrah,Homicide,49,237767
2020,3,West Bengal,Howrah,Theft,25,1335200
2020,4,West Bengal,Howrah,Burglary,27,222932
2020,4,West Bengal,Howrah,Cyber Crime,8,1042660
2020,4,West Bengal,Howrah,Homicide,51,464760
2020,5,West Bengal,Howrah,Assault,48,190038
2020,5,West Bengal,Howrah,Cyber Crime,37,1154166
2020,5,West Bengal,Howrah,Theft,49,1270463
2020,7,West Bengal,Howrah,Cyber Crime,44,1026094
2020,7,West Bengal,Howrah,Kidnapping,40,154457
2020,7,West Bengal,Howrah,Robbery,74,1375649
2020,8,West Bengal,Howrah,Assault,50,475387
2020,8,West Bengal,Howrah,Kidnapping,72,921116
2020,8,West Bengal,Howrah,Robbery,65,1269392
2020,1,West Bengal,Kolkata,Burglary,43,997756
2020,1,West Bengal,Kolkata,Fraud,34,106330
2020,1,West Bengal,Kolkata,Kidnapping,19,579461
2020,3,West Bengal,Kolkata,Fraud,36,1147135
2020,3,West Bengal,Kolkata,Homicide,24,1398211
2020,3,West Bengal,Kolkata,Robbery,18,1134062
2020,4,West Bengal,Kolkata,Burglary,44,498177
2020,4,West Bengal,Kolkata,Cyber Crime,16,294687
2020,4,West Bengal,Kolkata,Homicide,46,213042
2020,7,West Bengal,Kolkata,Burglary,49,1375093
2020,7,West Bengal,Kolkata,Kidnapping,39,987198
2020,7,West Bengal,Kolkata,Robbery,52,1299977
2020,11,West Bengal,Kolkata,Burglary,34,368265
2020,11,West Bengal,Kolkata,Fraud,39,1060763
2020,11,West Bengal,Kolkata,Theft,59,621105
2020,12,West Bengal,Kolkata,Assault,45,240322
2020,12,West Bengal,Kolkata,Cyber Crime,27,483947
2020,12,West Bengal,Kolkata,Fraud,48,164943
2021,2,Delhi,Dwarka,Assault,38,344714
2021,2,Delhi,Dwarka,Burglary,11,735718
2021,2,Delhi,Dwarka,Robbery,47,1217312
2021,3,Delhi,Dwarka,Assault,12,976433
2021,3,Delhi,Dwarka,Homicide,38,228967
2021,3,Delhi,Dwarka,Robbery,28,748848
2021,5,Delhi,Dwarka,Burglary,64,922248
2021,5,Delhi,Dwarka,Robbery,25,1033507
2021,5,Delhi,Dwarka,Theft,58,1195328
2021,8,Delhi,Dwarka,Fraud,20,1195302
2021,8,Delhi,Dwarka,Kidnapping,42,1022887
2021,8,Delhi,Dwarka,Robbery,24,328276
2021,9,Delhi,Dwarka,Burglary,39,863795
2021,9,Delhi,Dwarka,Cyber Crime,51,1237244
2021,9,Delhi,Dwarka,Homicide,73,528268
2021,11,Delhi,Dwarka,Burglary,39,793605
2021,11,Delhi,Dwarka,Homicide,25,1111213
2021,11,Delhi,Dwarka,Theft,9,1079067
2021,2,Delhi,New Delhi,Assault,43,791595
2021,2,Delhi,New Delhi,Burglary,15,110797
2021,2,Delhi,New Delhi,Homicide,29,539799
2021,5,Delhi,New Delhi,Homicide,38,602657
2021,5,Delhi,New Delhi,Kidnapping,55,207780
2021,5,Delhi,New Delhi,Robbery,11,959792
2021,8,Delhi,New Delhi,Fraud,42,879538
2021,8,Delhi,New Delhi,Kidnapping,42,683694
2021,8,Delhi,New Delhi,Robbery,36,140168
2021,9,Delhi,New Delhi,Cyber Crime,8,1256218
2021,9,Delhi,New Delhi,Fraud,22,927091
2021,9,Delhi,New Delhi,Robbery,8,507311
2021,10,Delhi,New Delhi,Cyber Crime,26,1471529
2021,10,Delhi,New Delhi,Homicide,13,800218
2021,10,Delhi,New Delhi,Robbery,19,1425914
2021,11,Delhi,New Delhi,Assault,10,213529
2021,11,Delhi,New Delhi,Kidnapping,28,816481
2021,11,Delhi,New Delhi,Theft,51,855555
2021,1,Delhi,Rohini,Fraud,56,747146
2021,1,Delhi,Rohini,Homicide,14,1195126
2021,1,Delhi,Rohini,Theft,19,840078
2021,6,Delhi,Rohini,Burglary,49,445804
2021,6,Delhi,Rohini,Homicide,42,1022643
2021,6,Delhi,Rohini,Kidnapping,58,465189
2021,7,Delhi,Rohini,Burglary,50,810557
2021,7,Delhi,Rohini,Homicide,3,615879
2021,7,Delhi,Rohini,Theft,34,459331
2021,10,Delhi,Rohini,Cyber Crime,4,1480320
2021,10,Delhi,Rohini,Homicide,63,188589
2021,10,Delhi,Rohini,Robbery,1,446500
2021,11,Delhi,Rohini,Burglary,24,1323400
2021,11,Delhi,Rohini,Cyber Crime,36,530627
2021,11,Delhi,Rohini,Theft,16,1396394
2021,12,Delhi,Rohini,Burglary,26,485319
2021,12,Delhi,Rohini,Cyber Crime,29,605141
2021,12,Delhi,Rohini,Homicide,51,1390117
2021,1,Gujarat,Ahmedabad,Assault,38,806662
2021,1,Gujarat,Ahmedabad,Homicide,57,996381
2021,1,Gujarat,Ahmedabad,Kidnapping,16,702806
2021,4,Gujarat,Ahmedabad,Assault,42,1476502
2021,4,Gujarat,Ahmedabad,Fraud,49,1191756
2021,4,Gujarat,Ahmedabad,Theft,81,118719
2021,5,Gujarat,Ahmedabad,Assault,24,608981
2021,5,Gujarat,Ahmedabad,Cyber Crime,37,740123
2021,5,Gujarat,Ahmedabad,Theft,57,1041039
2021,10,Gujarat,Ahmedabad,Fraud,27,1476374
2021,10,Gujarat,Ahmedabad,Kidnapping,24,1044082
2021,10,Gujarat,Ahmedabad,Robbery,25,1306733
2021,11,Gujarat,Ahmedabad,Burglary,33,1200917
2021,11,Gujarat,Ahmedabad,Cyber Crime,8,108221
2021,11,Gujarat,Ahmedabad,Theft,61,1153187
2021,12,Gujarat,Ahmedabad,Assault,10,938023
2021,12,Gujarat,Ahmedabad,Burglary,41,183654
2021,12,Gujarat,Ahmedabad,Theft,59,632445
2021,2,Gujarat,Surat,Fraud,27,1278444
2021,2,Gujarat,Surat,Homicide,74,930518
2021,2,Gujarat,Surat,Kidnapping,19,728973
2021,4,Gujarat,Surat,Fraud,79,764852
2021,4,Gujarat,Surat,Robbery,57,886612
2021,4,Gujarat,Surat,Theft,6,857198
2021,5,Gujarat,Surat,Assault,37,803427
2021,5,Gujarat,Surat,Homicide,58,1238593
2021,5,Gujarat,Surat,Theft,60,1275384
2021,6,Gujarat,Surat,Burglary,17,1060069
2021,6,Gujarat,Surat,Homicide,65,946771
2021,6,Gujarat,Surat,Kidnapping,38,584831
2021,8,Gujarat,Surat,Cyber Crime,48,292150
2021,8,Gujarat,Surat,Fraud,9,1408058
2021,8,Gujarat,Surat,Robbery,33,1009063
2021,10,Gujarat,Surat,Assault,53,442580
2021,10,Gujarat,Surat,Burglary,59,1488456
2021,10,Gujarat,Surat,Cyber Crime,15,939968
2021,3,Gujarat,Vadodara,Cyber Crime,5,438224
2021,3,Gujarat,Vadodara,Kidnapping,37,248176
2021,3,Gujarat,Vadodara,Theft,33,1307435
2021,4,Gujarat,Vadodara,Homicide,49,1431939
2021,4,Gujarat,Vadodara,Kidnapping,44,934818
2021,4,Gujarat,Vadodara,Theft,65,1415340
2021,7,Gujarat,Vadodara,Burglary,55,694660
2021,7,Gujarat,Vadodara,Homicide,30,192815
2021,7,Gujarat,Vadodara,Kidnapping,65,358172
2021,8,Gujarat,Vadodara,Assault,46,913132
2021,8,Gujarat,Vadodara,Cyber Crime,42,327882
2021,8,Gujarat,Vadodara,Fraud,53,1106378
2021,9,Gujarat,Vadodara,Cyber Crime,4,1066804
2021,9,Gujarat,Vadodara,Homicide,46,379758
2021,9,Gujarat,Vadodara,Robbery,14,580536
2021,10,Gujarat,Vadodara,Burglary,32,1351963
2021,10,Gujarat,Vadodara,Cyber Crime,66,698434
2021,10,Gujarat,Vadodara,Kidnapping,34,512999
2021,2,Karnataka,Bengaluru,Burglary,10,1385214
2021,2,Karnataka,Bengaluru,Cyber Crime,57,929391
2021,2,Karnataka,Bengaluru,Robbery,16,304634
2021,3,Karnataka,Bengaluru,Assault,14,621467
2021,3,Karnataka,Bengaluru,Burglary,65,1330168
2021,3,Karnataka,Bengaluru,Fraud,49,162169
2021,5,Karnataka,Bengaluru,Assault,28,1481403
2021,5,Karnataka,Bengaluru,Cyber Crime,56,286796
2021,5,Karnataka,Bengaluru,Robbery,24,1338520
2021,6,Karnataka,Bengaluru,Assault,49,379685
2021,6,Karnataka,Bengaluru,Cyber Crime,32,1125958
2021,6,Karnataka,Bengaluru,Kidnapping,18,888886
2021,11,Karnataka,Bengaluru,Homicide,27,694206
2021,11,Karnataka,Bengaluru,Robbery,64,137768
2021,11,Karnataka,Bengaluru,Theft,54,1379020
2021,12,Karnataka,Bengaluru,Burglary,48,208404
2021,12,Karnataka,Bengaluru,Cyber Crime,39,1378178
2021,12,Karnataka,Bengaluru,Robbery,17,740623
2021,3,Karnataka,Mangaluru,Assault,53,396093
2021,3,Karnataka,Mangaluru,Cyber Crime,60,1363050
2021,3,Karnataka,Mangaluru,Fraud,64,463396
2021,4,Karnataka,Mangaluru,Assault,36,964635
2021,4,Karnataka,Mangaluru,Kidnapping,17,279058
2021,4,Karnataka,Mangaluru,Theft,44,899569
2021,5,Karnataka,Mangaluru,Burglary,50,916382
2021,5,Karnataka,Mangaluru,Fraud,13,1071822
2021,5,Karnataka,Mangaluru,Robbery,24,572587
2021,8,Karnataka,Mangaluru,Cyber Crime,56,1461577
2021,8,Karnataka,Mangaluru,Kidnapping,36,673133
2021,8,Karnataka,Mangaluru,Robbery,61,424712
2021,10,Karnataka,Mangaluru,Assault,29,1401406
2021,10,Karnataka,Mangaluru,Cyber Crime,72,579502
2021,10,Karnataka,Mangaluru,Fraud,56,505058
2021,12,Karnataka,Mangaluru,Assault,22,293794
2021,12,Karnataka,Mangaluru,Burglary,16,1466905
2021,12,Karnataka,Mangaluru,Theft,66,772475
2021,1,Karnataka,Mysuru,Cyber Crime,26,1179083
2021,1,Karnataka,Mysuru,Fraud,26,657447
2021,1,Karnataka,Mysuru,Theft,40,139254
2021,4,Karnataka,Mysuru,Assault,28,811531
2021,4,Karnataka,Mysuru,Burglary,31,249355
2021,4,Karnataka,Mysuru,Robbery,36,390552
2021,5,Karnataka,Mysuru,Homicide,48,246719
2021,5,Karnataka,Mysuru,Robbery,45,309290
2021,5,Karnataka,Mysuru,Theft,44,852333
2021,9,Karnataka,Mysuru,Assault,8,1147142
2021,9,Karnataka,Mysuru,Cyber Crime,65,681671
2021,9,Karnataka,Mysuru,Fraud,16,387303
2021,11,Karnataka,Mysuru,Fraud,65,846600
2021,11,Karnataka,Mysuru,Kidnapping,30,743775
2021,11,Karnataka,Mysuru,Robbery,7,555129
2021,12,Karnataka,Mysuru,Homicide,11,979212
2021,12,Karnataka,Mysuru,Kidnapping,32,931022
2021,12,Karnataka,Mysuru,Robbery,60,1182629
2021,1,Kerala,Kochi,Burglary,44,1030435
2021,1,Kerala,Kochi,Cyber Crime,24,1000155
2021,1,Kerala,Kochi,Kidnapping,6,627008
2021,4,Kerala,Kochi,Cyber Crime,50,1304510
2021,4,Kerala,Kochi,Fraud,58,1498734
2021,4,Kerala,Kochi,Homicide,16,797014
2021,5,Kerala,Kochi,Assault,31,854956
2021,5,Kerala,Kochi,Kidnapping,60,1180918
2021,5,Kerala,Kochi,Theft,24,205679
2021,7,Kerala,Kochi,Assault,44,774903
2021,7,Kerala,Kochi,Burglary,39,500776
2021,7,Kerala,Kochi,Theft,50,161762
2021,10,Kerala,Kochi,Assault,59,1264880
2021,10,Kerala,Kochi,Burglary,41,146389
2021,10,Kerala,Kochi,Kidnapping,26,1027076
2021,11,Kerala,Kochi,Fraud,1,722401
2021,11,Kerala,Kochi,Kidnapping,43,1271224
2021,11,Kerala,Kochi,Theft,63,481685
2021,3,Kerala,Kozhikode,Assault,72,1114555
2021,3,Kerala,Kozhikode,Cyber Crime,15,326936
2021,3,Kerala,Kozhikode,Fraud,75,482282
2021,4,Kerala,Kozhikode,Assault,34,1087841
2021,4,Kerala,Kozhikode,Kidnapping,14,667014
2021,4,Kerala,Kozhikode,Theft,36,219927
2021,5,Kerala,Kozhikode,Fraud,52,421765
2021,5,Kerala,Kozhikode,Kidnapping,37,274678
2021,5,Kerala,Kozhikode,Theft,32,1365520
2021,9,Kerala,Kozhikode,Fraud,46,256392
2021,9,Kerala,Kozhikode,Kidnapping,18,550476
2021,9,Kerala,Kozhikode,Robbery,6,676299
2021,10,Kerala,Kozhikode,Assault,26,390040
2021,10,Kerala,Kozhikode,Cyber Crime,18,925698
2021,10,Kerala,Kozhikode,Theft,53,953981
2021,12,Kerala,Kozhikode,Assault,17,699252
2021,12,Kerala,Kozhikode,Burglary,22,366804
2021,12,Kerala,Kozhikode,Homicide,23,785123
2021,1,Kerala,Thiruvananthapuram,Assault,43,309516
2021,1,Kerala,Thiruvananthapuram,Fraud,26,1433327
2021,1,Kerala,Thiruvananthapuram,Theft,19,1407388
2021,2,Kerala,Thiruvananthapuram,Assault,3,291632
2021,2,Kerala,Thiruvananthapuram,Burglary,33,1477358
2021,2,Kerala,Thiruvananthapuram,Robbery,45,1268475
2021,3,Kerala,Thiruvananthapuram,Burglary,69,1302252
2021,3,Kerala,Thiruvananthapuram,Cyber Crime,14,456805
2021,3,Kerala,Thiruvananthapuram,Homicide,45,714629
2021,4,Kerala,Thiruvananthapuram,Burglary,38,1422424
2021,4,Kerala,Thiruvananthapuram,Fraud,63,638883
2021,4,Kerala,Thiruvananthapuram,Theft,14,272485
2021,6,Kerala,Thiruvananthapuram,Assault,46,625151
2021,6,Kerala,Thiruvananthapuram,Burglary,20,1470116
2021,6,Kerala,Thiruvananthapuram,Robbery,52,762752
2021,7,Kerala,Thiruvananthapuram,Assault,37,952161
2021,7,Kerala,Thiruvananthapuram,Fraud,14,194102
2021,7,Kerala,Thiruvananthapuram,Theft,23,811203
2021,3,Maharashtra,Nagpur,Assault,72,888357
2021,3,Maharashtra,Nagpur,Kidnapping,73,904624
2021,3,Maharashtra,Nagpur,Robbery,33,1269190
2021,5,Maharashtra,Nagpur,Assault,48,860719
2021,5,Maharashtra,Nagpur,Burglary,13,744865
2021,5,Maharashtra,Nagpur,Cyber Crime,50,299955
2021,6,Maharashtra,Nagpur,Cyber Crime,44,194294
2021,6,Maharashtra,Nagpur,Homicide,2,372485
2021,6,Maharashtra,Nagpur,Robbery,12,1330606
2021,7,Maharashtra,Nagpur,Cyber Crime,17,1159307
2021,7,Maharashtra,Nagpur,Fraud,40,195947
2021,7,Maharashtra,Nagpur,Homicide,58,741720
2021,8,Maharashtra,Nagpur,Burglary,4,895480
2021,8,Maharashtra,Nagpur,Fraud,56,1488762
2021,8,Maharashtra,Nagpur,Theft,42,1066441
2021,9,Maharashtra,Nagpur,Cyber Crime,44,435850
2021,9,Maharashtra,Nagpur,Homicide,62,108215
2021,9,Maharashtra,Nagpur,Kidnapping,65,1163117
2021,5,Maharashtra,Nashik,Burglary,32,907963
2021,5,Maharashtra,Nashik,Cyber Crime,26,411722
2021,5,Maharashtra,Nashik,Homicide,35,521399
2021,6,Maharashtra,Nashik,Assault,86,1405585
2021,6,Maharashtra,Nashik,Fraud,42,1060222
2021,6,Maharashtra,Nashik,Theft,14,957808
2021,7,Maharashtra,Nashik,Cyber Crime,40,646549
2021,7,Maharashtra,Nashik,Homicide,4,1484091
2021,7,Maharashtra,Nashik,Theft,9,142404
2021,10,Maharashtra,Nashik,Fraud,31,1018208
2021,10,Maharashtra,Nashik,Homicide,23,415059
2021,10,Maharashtra,Nashik,Kidnapping,2,889977
2021,11,Maharashtra,Nashik,Cyber Crime,50,1322774
2021,11,Maharashtra,Nashik,Fraud,60,1208644
2021,11,Maharashtra,Nashik,Theft,12,668015
2021,12,Maharashtra,Nashik,Assault,21,349358
2021,12,Maharashtra,Nashik,Fraud,8,704355
2021,12,Maharashtra,Nashik,Kidnapping,20,618455
2021,2,Maharashtra,Pune,Cyber Crime,40,743573
2021,2,Maharashtra,Pune,Fraud,58,307257
2021,2,Maharashtra,Pune,Theft,43,474439
2021,3,Maharashtra,Pune,Fraud,56,383423
2021,3,Maharashtra,Pune,Kidnapping,13,1321018
2021,3,Maharashtra,Pune,Robbery,35,958328
2021,7,Maharashtra,Pune,Assault,42,573899
2021,7,Maharashtra,Pune,Burglary,36,797711
2021,7,Maharashtra,Pune,Cyber Crime,49,387253
2021,8,Maharashtra,Pune,Assault,38,517329
2021,8,Maharashtra,Pune,Homicide,62,1425011
2021,8,Maharashtra,Pune,Robbery,46,246788
2021,9,Maharashtra,Pune,Homicide,38,936792
2021,9,Maharashtra,Pune,Kidnapping,9,376608
2021,9,Maharashtra,Pune,Robbery,22,1454048
2021,11,Maharashtra,Pune,Burglary,46,702763
2021,11,Maharashtra,Pune,Fraud,30,942279
2021,11,Maharashtra,Pune,Kidnapping,58,273612
2021,2,Rajasthan,Jaipur,Burglary,54,1064984
2021,2,Rajasthan,Jaipur,Homicide,52,1491206
2021,2,Rajasthan,Jaipur,Kidnapping,47,1218115
2021,6,Rajasthan,Jaipur,Burglary,27,374552
2021,6,Rajasthan,Jaipur,Fraud,53,223867
2021,6,Rajasthan,Jaipur,Theft,11,1199420
2021,8,Rajasthan,Jaipur,Assault,4,1177863
2021,8,Rajasthan,Jaipur,Fraud,21,351797
2021,8,Rajasthan,Jaipur,Homicide,20,495981
2021,9,Rajasthan,Jaipur,Assault,43,882814
2021,9,Rajasthan,Jaipur,Kidnapping,61,725759
2021,9,Rajasthan,Jaipur,Theft,21,621288
2021,10,Rajasthan,Jaipur,Homicide,53,1156838
2021,10,Rajasthan,Jaipur,Kidnapping,49,1462490
2021,10,Rajasthan,Jaipur,Theft,47,991774
2021,12,Rajasthan,Jaipur,Burglary,13,1489346
2021,12,Rajasthan,Jaipur,Fraud,10,367767
2021,12,Rajasthan,Jaipur,Theft,22,1422852
2021,2,Rajasthan,Jodhpur,Assault,69,1241686
2021,2,Rajasthan,Jodhpur,Burglary,57,1481599
2021,2,Rajasthan,Jodhpur,Theft,17,1447731
2021,3,Rajasthan,Jodhpur,Assault,9,596750
2021,3,Rajasthan,Jodhpur,Homicide,51,997524
2021,3,Rajasthan,Jodhpur,Kidnapping,71,668495
2021,4,Rajasthan,Jodhpur,Cyber Crime,43,1262577
2021,4,Rajasthan,Jodhpur,Kidnapping,49,530051
2021,4,Rajasthan,Jodhpur,Theft,26,1286458
2021,8,Rajasthan,Jodhpur,Cyber Crime,41,785041
2021,8,Rajasthan,Jodhpur,Kidnapping,49,115404
2021,8,Rajasthan,Jodhpur,Theft,22,708495
2021,10,Rajasthan,Jodhpur,Cyber Crime,5,811416
2021,10,Rajasthan,Jodhpur,Kidnapping,31,997587
2021,10,Rajasthan,Jodhpur,Robbery,28,523131
2021,11,Rajasthan,Jodhpur,Cyber Crime,30,236659
2021,11,Rajasthan,Jodhpur,Kidnapping,3,1357508
2021,11,Rajasthan,Jodhpur,Theft,19,142162
2021,2,Rajasthan,Udaipur,Assault,27,671212
2021,2,Rajasthan,Udaipur,Cyber Crime,37,515605
2021,2,Rajasthan,Udaipur,Theft,40,1401909
2021,3,Rajasthan,Udaipur,Fraud,51,302420
2021,3,Rajasthan,Udaipur,Homicide,77,209457
2021,3,Rajasthan,Udaipur,Theft,51,1298586
2021,4,Rajasthan,Udaipur,Burglary,47,1457234
2021,4,Rajasthan,Udaipur,Fraud,68,794729
2021,4,Rajasthan,Udaipur,Kidnapping,34,678404
2021,5,Rajasthan,Udaipur,Burglary,35,141316
2021,5,Rajasthan,Udaipur,Cyber Crime,21,283784
2021,5,Rajasthan,Udaipur,Homicide,40,1258775
2021,7,Rajasthan,Udaipur,Assault,62,1070380
2021,7,Rajasthan,Udaipur,Burglary,56,1026034
2021,7,Rajasthan,Udaipur,Kidnapping,11,643158
2021,8,Rajasthan,Udaipur,Assault,63,418838
2021,8,Rajasthan,Udaipur,Burglary,9,1180848
2021,8,Rajasthan,Udaipur,Theft,42,682297
2021,2,Tamil Nadu,Chennai,Assault,7,276576
2021,2,Tamil Nadu,Chennai,Burglary,13,180571
2021,2,Tamil Nadu,Chennai,Homicide,58,1404511
2021,3,Tamil Nadu,Chennai,Burglary,55,557127
2021,3,Tamil Nadu,Chennai,Cyber Crime,4,1424152
2021,3,Tamil Nadu,Chennai,Fraud,41,1321815
2021,5,Tamil Nadu,Chennai,Assault,43,567807
2021,5,Tamil Nadu,Chennai,Cyber Crime,13,1247921
2021,5,Tamil Nadu,Chennai,Theft,52,744970
2021,6,Tamil Nadu,Chennai,Cyber Crime,14,1451707
2021,6,Tamil Nadu,Chennai,Fraud,28,908941
2021,6,Tamil Nadu,Chennai,Kidnapping,68,624441
2021,7,Tamil Nadu,Chennai,Fraud,31,186674
2021,7,Tamil Nadu,Chennai,Robbery,49,1414046
2021,7,Tamil Nadu,Chennai,Theft,32,828387
2021,8,Tamil Nadu,Chennai,Assault,10,116440
2021,8,Tamil Nadu,Chennai,Homicide,62,359627
2021,8,Tamil Nadu,Chennai,Theft,54,1069093
2021,1,Tamil Nadu,Madurai,Burglary,50,1068797
2021,1,Tamil Nadu,Madurai,Cyber Crime,18,681857
